"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Address Code","HSN Code","Customisation Id","Associated Pixel","attr_Print /Pattern Type","attr_Style","attr_Colour Shade Name","attr_Pattern","attr_Colour","attr_Brand","attr_Usage Instructions","attr_Basic Colour","attr_Features 1","attr_Features 2","attr_Size","attr_Standard Size","attr_Colour Family","attr_Pattern Type","attr_Fabric Type","attr_Country_of_Origin","attr_Package Contents","attr_Thread Count (TC)","attr_Season","attr_Material","attr_Set includes","attr_Ideal For","attr_Key Features","attr_Durability","attr_Packaging","attr_Country of Origin","attr_Package contents","attr_Ideal for","attr_Color","attr_Work Type","attr_Quantity","attr_Colour Code","attr_Fabric Feel","attr_Features","attr_Additional Feature","attr_Bedsheet Dimensions"
"TLS-MP-DR-DBF","","Mattress Cover | Protector | 100% Waterproof | Dark Red","TLS-MP-DR-DBF",1499,2999,760,8,33,27,11,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_2JOFO83M81_2025-10-04_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_L3414CRQVX_2025-10-04_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_2O9MBE6N8K_2025-10-04_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_7MJS6RD9DF_2025-11-09_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_II185WSP0I_2025-11-09_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_GHG9JR09J1_2025-11-09_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_EB32UUFDRI_2025-11-09_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/X3qPxcRS_4KOO6LABMR_2025-11-09_5.jpg","","","","","home__home_improvement__utility","size","72x78 + 12""","Dark Red","Keep your mattress safe and make your bed look stylish with this Dark Red Waterproof Quilted Mattress Protector. Its soft, quilted top adds an extra layer of comfort, while the waterproof backing protects your mattress from spills, stains, dust, and allergens. It’s a perfect blend of comfort, hygiene, and durability for everyday use.
Key Features:
Soft quilted fabric for extra comfort
- 100% waterproof and dust-resistant protection
- Breathable material to keep your mattress fresh
- Deep pockets for a snug, secure fit on all standard mattresses
- Super Easy to wash and maintain","6",true,"","Panipat_132103_0180d","","","",,"Fitted style with deep pockets",,"Diamond quilted pattern","Dark Red","Aaram Homes",,,,,"Mattress protector: 72x78 + 12""tor",,,,,,,,,"Cotton on top and waterproof sheet below","1 mattress protector","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"KD-AL-IG-KDB","","Indigo Garden Pure Cotton King size Bedsheet set","KD-AL-IG-KDB",1190,2499,500,9,38,30,4,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/aivqL9BU_162IGMMWRT_2025-10-04_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/aivqL9BU_HJ0DZ1HUWT_2025-10-04_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/aivqL9BU_8Z2UIOYTY9_2025-10-04_1.png","","","","","","","","","","home__home_improvement__utility","size","100 x 108 Inches","Blue, Indigo & Grey","This Beautiful Indigo Garden Bedsheet Set is a masterpiece of intricate design. Featuring a captivating floral pattern in a soothing palette of tranquil blue and deep indigo, it’s complemented by subtle earthy tones. The detailed botanical print adds a layer of sophistication and artistry to your space, creating a serene and stylish retreat.

Made from high-quality, breathable cotton, this bedsheet set promises a soft and comfortable feel for a truly cosy night’s sleep. The vibrant, lasting colours and intricate design make it a perfect centrepiece for any bedroom decor, from traditional to contemporary. The set includes a bedsheet and two matching pillow covers, allowing you to effortlessly complete your bedding ensemble.

Features:
- Made from 100% premium, breathable cotton.
- Intricate floral and botanical pattern in blue and indigo.
- Durable and colour-fast for long-lasting beauty.","6",true,"","Panipat_132103_0180d","","","",,"Traditional, Elegant, Artistic",,"Intricate Floral / Botanical","Blue, Indigo & Grey","Aaram Homes",,,,,"Bedsheet: 100 x 108 Inches; 2 large pillow covers",,,,,,,,,"Pure Cotton","1 Double Bedsheet + 2 Pillow Covers","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"TLS-MP-PW-DBF","","100% Waterproof Mattress Cover - Pearl White","TLS-MP-PW-DBF",1499,2999,760,8,33,27,11,"2.5",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/TLS_MP_PW_DBF_1759709697427_gbb2ul64mb4nzdq.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/jj37m6yU_WKXC5AO6EE_2025-10-14_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/jj37m6yU_PWX4GAGDJO_2025-10-14_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/jj37m6yU_7J07NDNFON_2025-10-14_3.jpg","","","","","","","","","home__home_improvement__utility","size","72x78 + 12""","Pearl White","Keep your mattress safe and make your bed look stylish with this Pearl White Waterproof Quilted Mattress Protector. Its soft, quilted top adds an extra layer of comfort, while the waterproof backing protects your mattress from spills, stains, dust, and allergens. It’s a perfect blend of comfort, hygiene, and durability for everyday use.
Key Features:
- Soft quilted fabric for extra comfort
- 100% waterproof and dust-resistant protection
- Breathable material to keep your mattress fresh
- Deep pockets for a snug, secure fit on all standard mattresses
- Super Easy to wash and maintain","6",true,"","Panipat_132103_0180d","","","",,"Fitted style with deep pockets",,"Diamond quilted pattern","Pearl White","Aaram Homes",,,,,"1 Mattress protector: 72x78 + 12""",,,,,,,,,"Cotton on top and waterproof sheet below","1 mattress protector for double bed","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"AH-BAGH-NEEL-JS-KDB","","Bagh-e-Neel Pure Cotton Stripes Bedsheet Set - with 2 Pillow Covers","AH-BAGH-NEEL-JS-KDB_100 x 108 Inches",1399,2199,600,7,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_5PD4P4TPU8_2026-06-15_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_O3LJ0AMQAS_2026-06-15_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_RK5T59X6HX_2026-06-15_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_RV7UDTBBTT_2026-06-15_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_WDG8CIF20L_2026-06-15_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Bagh_e_Neel_Pure_Cotton_Stripes_Bedsheet_Set___with_2_Pillow_Covers_KQH4IZ64JF_2026-06-15_6.jpg","","","","","","","home__home_furnishing__bed_linen","size","100 x 108 Inches","Blue","Inspired by the quiet beauty of a blue garden kissed by the morning breeze, this pure cotton bedding set brings freshness, comfort, and timeless charm to your bedroom.

Bagh-e-Neel brings a refreshing sense of calm to your bedroom. Delicate botanical motifs dance across soft blue stripes, creating a design that feels both timeless and uplifting.
Like a peaceful morning walk through a blooming garden after a gentle rain, this bedsheet set transforms your space into a serene one. The soothing blue tones add freshness to your room, while the pure cotton fabric wraps you in breathable comfort throughout the year.
Whether you're beginning a busy day or winding down after one, Bagh-e-Neel creates the perfect backdrop for moments of rest, comfort, and quiet luxury.

Crafted from pure cotton, it is soft against the skin, naturally breathable, and designed for everyday living.

Reasons Why You'll Love It:-
✔ 100% Pure Cotton Comfort
✔ Soft & Breathable Feel
✔ Fresh Botanical Print
✔ Elegant Blue Stripe Design
✔ Perfect for Everyday Use
✔ Easy Care & Long Lasting","2",true,"","Panipat_132103_0180d","","","","Botanical Floral & Stripe Print","Nature Inspired | Contemporary",,,,,,,,,,,"Blue, White & Green",,"Pure cotton",,"1 King Size Bedsheet + 2 Pillow Covers",,,,,,,,,,,,,,,,,,,
"AH-TLS-APR-DNM-WP-01","","Waterproof Denim Kitchen Apron with Pocket |  Stylish Kitchen Apron","AH-TLS-APR-DNM-WP-01",349,799,110,7,30,25,2,".6",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Waterproof_Denim_Kitchen_Apron_with_Pocket____Stylish_Cooking___Baking_Apron_98VAXS5H5Z_2026-05-20_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Waterproof_Denim_Kitchen_Apron_with_Pocket____Stylish_Cooking___Baking_Apron_0TDLXZ2DUB_2026-05-20_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Waterproof_Denim_Kitchen_Apron_with_Pocket____Stylish_Cooking___Baking_Apron_UHPOVB7FQL_2026-05-20_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Waterproof_Denim_Kitchen_Apron_with_Pocket____Stylish_Cooking___Baking_Apron_18N4W9EKAY_2026-05-20_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Waterproof_Denim_Kitchen_Apron_with_Pocket____Stylish_Cooking___Baking_Apron_0PGNF9Q6VQ_2026-05-20_5.png","","","","","","","","","variant","Free Size","Dark Denim Blue with White Strap","Upgrade your kitchen experience with this stylish waterproof denim apron designed for modern women who love cooking, baking, gardening, or cafe-style kitchen aesthetics. Crafted in a premium dark denim-look fabric, this apron features a trendy illustrated front pocket that adds a chic and playful touch.
The apron comes with a waterproof backing layer to help protect your clothes from spills, splashes, oil stains, and kitchen messes. Its lightweight yet durable design ensures comfort during long cooking sessions while maintaining a fashionable look.
Perfect for home chefs, bakers, café owners, artists, and gifting purposes, this apron combines functionality with elegant style.

Key Features:-
- Waterproof layer at the back for added protection
- Premium denim-look fabric finish
- Stylish illustrated utility pocket
- Comfortable neck strap design
- Lightweight, durable & easy to maintain
- Ideal for cooking, baking, gardening & café use
- Full coverage protection for everyday kitchen tasks

Modern aesthetic suitable for home & studio kitchens","6",true,"","Panipat_132103_0180d","","","",,"Modern Kitchen Aesthetic | Casual Kitchenwear",,,,,,"Dark Denim Blue",,,,,,,,,,,,,,,,,,,,"Cooking, Baking, Kitchen Work, Gardening, Pottery & Art Cafe & Bakery Staff, Home Use",,,,,"Soft, lightweight denim-look fabric with waterproof backing","Waterproof Protection, Stylish Denim Finish","Functional Front Pocket",
"AH-TLS-BEIGE-LOTUS-EMB-QDB-7PC","","Beige Floral Lotus Embroidery Bedsheet Set - Pack of 7 pieces","AH-TLS-BEIGE-LOTUS-QDB-7PC",2399,3999,1100,8,45,42,9,"3.4",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Beige_Floral_Embroidery_Bedsheet_Set___Pack_of_7_pcs_51A3LG1IE5_2026-05-10_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Beige_Floral_Embroidery_Bedsheet_Set___Pack_of_7_pcs_BHHLE01HVO_2026-05-10_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Beige_Floral_Embroidery_Bedsheet_Set___Pack_of_7_pcs_BVQOS564I9_2026-05-10_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Beige_Floral_Embroidery_Bedsheet_Set___Pack_of_7_pcs_RFK39Z75C5_2026-05-10_4.png","","","","","","","","","home__home_furnishing__bed_linen","size","90 x 100 Inches","","Transform your bedroom into a luxurious retreat with the Aaram Homes Beige Lotus Embroidery 7-Piece Bedding Set. Designed for modern aesthetic interiors, this elegant bedding set features delicate lotus floral embroidery in rich mocha brown tones on a soft warm beige base, creating a timeless and sophisticated look.
Its minimal yet graceful floral pattern blends perfectly with contemporary, modern, and neutral bedroom decor styles.
Crafted to elevate both comfort and style, this embroidered bedding set is ideal for everyday luxury living, festive bedroom makeovers, guest rooms, and gifting. The coordinated 7-piece set creates a complete designer bedding look while maintaining a clean, elegant aesthetic.

Package Includes:
- 1 Double Bedsheet
- 2 Pillow Covers
- 2 filled Bolster cushions
- 2 filled Cushions

Features:
- Elegant lotus floral embroidery
- Soft warm beige colour palette
- Premium diagonal quilted detailing
- Luxury modern aesthetic design

Perfect for minimal and contemporary bedrooms

Perfect for those who love elegant embroidered bedding, neutral home decor, luxury bedroom styling, and premium aesthetic interiors.","6",true,"","Panipat_132103_0180d","","","",,"Modern Minimal | Elegant Luxury | Contemporary Floral",,"Floral Embroidered Pattern with Minimal Detailing",,,,,,,,,,,"Cotton",,"Package Includes 7 pieces: 1 Double Bedsheet, 2 Pillow Covers, 2 filled Bolster cushions & 2 filled Cushions",,,,,,,,,,,,,,,"Warm Beige with Mocha Brown Embroidery",,,,
"BOHO_rainbow","","Bohemian Tufted Cotton Cushion Covers (Pack of 2) – 16x16 Inches","TLS-BOHO-TFT-CC-16x16-2PC_rainbow",649,1899,280,6,25,15,2,"0.6",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/BcyNN9g5_CLSGQH9VS5_2026-04-22_2.png","","","","","","","","","","","","","size","Rainbow","Rainbow","Add a bold, artistic touch to your space with our Bohemian Tufted Cushion Covers. 
Crafted from premium bleached cotton, these covers feature rich, textured tufted detailing that instantly draws attention to your decor.
The heavy-quality fabric feels durable yet soft, while the embossed tufted work, that is created using advanced imported machines adds depth and a handcrafted look.
Designed to stand out, these cushion covers bring warmth, character, and a bohemian vibe to your living room or bedroom.

Perfect for layering with solids or mixing with prints, they make styling your home effortless and expressive.

Details:-
Fabric: Pure Cotton
Work: Embossed Tufted Detailing
Size: 16 x 16 inches
Quantity: Set of 2 Cushion Covers
Feel: Thick, textured, and premium finish","6",true,"","Panipat_132103_0180d","","","",,"Textured Contemporary",,"Bohemian Tufted  Textured Embossed Pattern",,,,,,,,"16 x 16 inches","Vibrant Multi-Colour Options",,"Pure Cotton",,,,,,,,,,,,,,,"Embossed Tufted Detailing","Pack of 2 Cushion Covers",,,,,
"WHITE_CUSHION","","Premium White Satin Stripes Cushion Set (Pack of 5) – 16x16 Inches","TLS-CSH-WHSTRP-5C-16",899,1499,410,8,38,38,4,"1.7",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/l_Uf5vXM_HAXXBG3SDS_2026-04-13_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/l_Uf5vXM_JU2US8F97K_2026-04-13_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/l_Uf5vXM_8UWDQ4DGYH_2026-04-13_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/l_Uf5vXM_NWYAZO1AN1_2026-04-13_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/l_Uf5vXM_H6U4I63ONA_2026-04-13_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/l_Uf5vXM_JNTQ9D7EGW_2026-04-13_6.jpg","","","","","","","others_68c015dd317e68f10e190e4c__others__cushions","size","16x16 inches","Pearl White","Give your space a fresh, elegant update with this Premium White Satin Stripes Cushion Set. Made from soft satin stripe fabric, these cushions have a gentle sheen and a smooth feel that adds a refined touch to your sofa, bed, or favourite corner.
The classic white colour with subtle stripe detailing blends easily with both modern and traditional decor. Each cushion is filled for a soft, comfortable feel, and comes vacuum-packed so it fluffs up perfectly once opened.
Packed in an attractive bag, this set is easy to store and also makes a thoughtful gift for any home.","6",true,"","Panipat_132103_0180d",93041990,"","1",,,,,,,,,,,,"16x16 inches",,,,,"Pack of 5 cushions",,,,,,,,,,,,,,,,,,,
"BOHO-ZIGZAG","","Bohemian Tufted Cotton Cushion Covers (Pack of 2) – 16x16 Inches","TLS-BOHO-TFT-CC-16x16-2PC_Multi Zig-zag",649,1899,280,10,25,15,2,"0.6",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/BcyNN9g5_C3VP839M08_2026-04-22_5.png","","","","","","","","","","","","","size","Multi Zig-zag","Multi Zig-zag","Add a bold, artistic touch to your space with our Bohemian Tufted Cushion Covers. 
Crafted from premium bleached cotton, these covers feature rich, textured tufted detailing that instantly draws attention to your decor.
The heavy-quality fabric feels durable yet soft, while the embossed tufted work, that is created using advanced imported machines adds depth and a handcrafted look.
Designed to stand out, these cushion covers bring warmth, character, and a bohemian vibe to your living room or bedroom.

Perfect for layering with solids or mixing with prints, they make styling your home effortless and expressive.

Details:-
Fabric: Pure Cotton
Work: Embossed Tufted Detailing
Size: 16 x 16 inches
Quantity: Set of 2 Cushion Covers
Feel: Thick, textured, and premium finish","6",true,"","Panipat_132103_0180d","","","",,"Textured Contemporary",,"Bohemian Tufted  Textured Embossed Pattern",,,,,,,,"16 x 16 inches","Vibrant Multi-Colour Options",,"Pure Cotton",,,,,,,,,,,,,,,"Embossed Tufted Detailing","Pack of 2 Cushion Covers",,,,,
"BOHO-TFT-CC","","Bohemian Tufted Cotton Cushion Covers (Pack of 2) – 16x16 Inches","TLS-BOHO-TFT-CC-16x16-2PC_16x16 inches",649,1899,280,10,25,15,2,"0.6",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/BcyNN9g5_JIVVU05OSY_2026-04-22_1.png","","","","","","","","","","","","home__home_furnishing__cushions_covers","size","16x16 Inches","Blue","Add a bold, artistic touch to your space with our Bohemian Tufted Cushion Covers. 
Crafted from premium bleached cotton, these covers feature rich, textured tufted detailing that instantly draws attention to your decor.
The heavy-quality fabric feels durable yet soft, while the embossed tufted work, that is created using advanced imported machines adds depth and a handcrafted look.
Designed to stand out, these cushion covers bring warmth, character, and a bohemian vibe to your living room or bedroom.

Perfect for layering with solids or mixing with prints, they make styling your home effortless and expressive.

Details:-
Fabric: Heavy Bleached Pure Cotton
Work: Embossed Tufted Detailing
Size: 16 x 16 inches
Quantity: Set of 2 Cushion Covers
Feel: Thick, textured, and premium finish","6",true,"","Panipat_132103_0180d","","","",,"Textured - Contemporary",,"Bohemian Tufted  Textured Embossed Pattern",,,,,,,,"16 x 16 inches","Vibrant Multi-Colour Options",,"Pure Cotton",,,,,,,,,,,,,,,"Embossed Tufted Detailing","Pack of 2 Cushion Covers",,,,,
"BOHO-Yellow","","Bohemian Tufted Cotton Cushion Covers (Pack of 2) – 16x16 Inches","TLS-BOHO-TFT-CC-16x16-2PC_Yellow Zig zag",649,1899,280,9,25,15,2,"0.6",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/BcyNN9g5_46J1KV7YF0_2026-04-22_4.png","","","","","","","","","","","","","size","Yellow Zig zag","Yellow Zig zag","Add a bold, artistic touch to your space with our Bohemian Tufted Cushion Covers. 
Crafted from premium bleached cotton, these covers feature rich, textured tufted detailing that instantly draws attention to your decor.
The heavy-quality fabric feels durable yet soft, while the embossed tufted work, that is created using advanced imported machines adds depth and a handcrafted look.
Designed to stand out, these cushion covers bring warmth, character, and a bohemian vibe to your living room or bedroom.

Perfect for layering with solids or mixing with prints, they make styling your home effortless and expressive.

Details:-
Fabric: Heavy Bleached Pure Cotton
Work: Embossed Tufted Detailing
Size: 16 x 16 inches
Quantity: Set of 2 Cushion Covers
Feel: Thick, textured, and premium finish","6",true,"","Panipat_132103_0180d","","","",,"Textured Contemporary",,"Bohemian Tufted  Textured Embossed Pattern",,,,,,,,"16 x 16 inches","Vibrant Multi-Colour Options",,"Heavy Bleached Pure Cotton",,,,,,,,,,,,,,,"Embossed Tufted Detailing","Pack of 2 Cushion Covers",,,,,
"BLU_GRN_STRIPES","","Blue Bay Stripes 300 TC Pure Cotton Bedsheet Set
","AH-BLUEBAY-STRIPES-KDB",2499,3999,1200,8,38,30,5,"1.8",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_WPOCRAOT6W_2026-07-17_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_NSOO14304V_2026-07-17_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_0TD3VV0SFZ_2026-07-17_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_1WOKRDNF91_2026-07-17_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_1LO4YITEW9_2026-07-17_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/v08sgh65_Q3QSHF71DX_2026-07-17_6.png","","","","","","","","size","108x108 inches","","Transform your bedroom into a serene retreat with the Blue Bay Stripes Pure Cotton Bedsheet Set. Inspired by the calming shades of the ocean, this elegant striped design blends rich blue, cool green, and crisp white to create a timeless look that complements modern and minimalist interiors.
Crafted from 100% Pure Cotton, the fabric is exceptionally soft, breathable, and gentle on the skin, ensuring a cool and comfortable night's sleep throughout the year.
Reasons You'll Love It
100% Pure Cotton for natural softness and breathability.
Timeless Blue & Sage Stripe Design that suits both modern and classic bedrooms.
Soft, Smooth & Skin-Friendly fabric for everyday comfort.
Generous King Size Fit (108 × 108 inches) for a neat, elegant look.
Easy to Wash & Durable, maintaining its softness and colour wash after wash.","1",true,"","Panipat_132103_0180d","","","",,"Modern Minimalist, Everyday Premium",,"Classic Vertical Stripes",,,,,,,,,"Blue & Green tones",,"300 TC Pure Cotton",,,,,,,,,,,,"1 King Size Pure Cotton Bedsheet (108 × 108 inches),     2 Matching Pillow Covers",,,,,,,,,
"AH-PINK-AQUA-HB-KDB","","Pastel Pink & Aqua Handblock Print Pure cotton Bedsheet Eet","AH-PINK-AQUA-HB-KDB",1349,2599,620,9,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_26E1RLT0BJ_2026-06-17_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_2EMY2HPH5L_2026-06-17_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_9P1E05Q0IG_2026-06-17_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_6IQNLOVRLU_2026-06-17_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_J9WND4RDV8_2026-06-17_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_PIWOIFEG2U_2026-06-17_6.png","","","","","","","home__home_furnishing__bed_linen","size","100 x 108 Inches","Pastel Pink & Aqua","Bring the charm of a blooming garden into your bedroom with our Blossom Meadow Pure Cotton Block Print Bedsheet Set.
Inspired by traditional hand block-print motifs and delicate floral meadows, this bedsheet blends soothing pastel pinks, soft greys, and refreshing aqua blues to create a calm and inviting sleep space. Crafted from pure cotton, it feels soft against the skin, stays breathable throughout the night, and becomes even more comfortable with every wash.
The elegant floral pattern paired with the subtle pink border adds a refined touch that complements both modern minimalist and classic interiors. 
Whether you're refreshing your master bedroom or styling a guest room, this bedding set instantly creates a cozy, welcoming atmosphere.

Designed for everyday comfort and timeless beauty, Blossom Meadow is made for slow mornings, peaceful nights, and homes that celebrate comfort.

Key Features
✔️ 100% Pure Cotton Fabric
✔️ Soft, Breathable & Skin-Friendly
✔️ Floral Block Print Design
✔️ Beautiful Coordinated Pillow Covers
✔️ Suitable for All Seasons
✔️ Durable Colorfast Printing
✔️ Easy to Wash & Maintain
✔️ Perfect for Modern and Traditional Bedrooms
✔️ Lightweight, Comfortable & Everyday Use Friendly","2",true,"","Panipat_132103_0180d","","","","Floral Botanical Block Print","Modern Indian | Cottagecore Inspired",,,,,,,,,,,"Pastel Pink, Aqua Blue, Soft Grey & White",,"100% Pure Cotton","India","1 King Size Bedsheet +  2 Large Pillow Covers",,,,,,,,,,,,,,,,,,,
